dem_slope,dem_elevation,dem_aspect,crack_density,debris_entropy,debris_contrast,debris_homogeneity,vegetation_green_ratio,Displacement_mm,Strain_micro,PorePressure_kPa,SeismicVibration_mm/s,ANNUAL,Jun-Sep,Oct-Dec,Mar-May,SEP,MAY,OCT,rockfall_risk
72.65393471,55,231.3401917,0.0210625,1.424112852,77.29166389,0.932467059,0.169908333,0.0,0.0,0.0,2.22757319,0.0,0.0,0.0,548.0,0.0,479.7,0.0,1
72.65393471,55,231.3401917,0.02081875,3.637953692,61.74727064,0.643697266,0.165391667,33.57955637,335.3214425,148.5116214,2.386364189,2987.5,1973.9,565.5,431.9,759.0,365.4,239.8,1
72.65393471,55,231.3401917,0.041325,3.129296047,95.27197248,0.873096484,0.693291667,37.20100555,369.4361421,163.9817757,1.961357381,3722.8,2717.9,624.4,200.3,761.1,62.0,338.1,1
72.65393471,55,231.3401917,0.020791667,1.440112968,64.58213511,0.931757846,0.177395833,29.42457814,295.4634324,155.7456515,3.187233142,3154.0,1733.3,553.2,860.9,578.9,726.8,182.4,1
72.65393471,55,231.3401917,0.020022917,0.844178544,469.6844787,0.976839814,0.168464583,0.0,0.0,0.0,1.658532447,0.0,2109.8,586.3,0.0,383.8,194.3,174.9,1
72.65393471,55,231.3401917,0.064447917,6.735020926,1030.359053,0.072827277,0.68536875,33.4693127,340.3320283,168.8777742,1.819456418,3591.1,1863.8,1252.5,442.5,349.5,330.5,383.3,1
72.65393471,55,231.3401917,0.020839583,1.456158854,66.35262719,0.931445681,0.164845833,33.06172719,331.0478262,155.7127967,1.802466547,3264.4,1930.6,742.2,521.0,546.7,368.9,318.4,1
72.65393471,55,231.3401917,0.03376875,6.235421361,716.6094058,0.077055976,0.169541667,23.90565975,235.3219811,147.0521102,1.961906194,2782.5,1591.9,561.1,573.9,512.5,480.5,263.9,1
72.65393471,55,231.3401917,0.01945,0.909264414,250.3448249,0.973756617,0.16333125,27.4186279,279.1371102,135.6084278,1.835637594,3007.5,1970.2,653.9,380.1,477.5,320.7,114.1,1
72.65393471,55,231.3401917,0.0209,3.745890916,43.90436405,0.619194012,0.164258333,29.37572247,292.6715693,155.4880101,1.296594728,2898.2,1627.4,928.3,329.7,516.0,251.9,382.8,1
72.65393471,55,231.3401917,0.040058333,5.82883947,852.5816055,0.139962169,0.68331875,0.0,0.0,0.0,10.4783125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
72.65393471,55,231.3401917,0.020802083,1.454963753,60.67743536,0.931360395,0.166404167,28.25873656,280.2003121,135.6943178,1.951189652,2791.6,1570.6,667.6,465.4,478.3,309.1,276.9,1
72.65393471,55,231.3401917,0.037420833,5.759904219,170.4984445,0.274733754,0.70600625,0.0,0.0,0.0,2.614286041,0.0,0.0,612.1,397.2,0.0,206.3,376.0,1
72.65393471,55,231.3401917,0.038860417,5.831780348,45.3409779,0.341047427,0.680508333,34.29379261,343.3587672,178.2604626,3.101121637,3489.6,2433.2,427.7,572.3,627.5,405.8,339.6,1
72.65393471,55,231.3401917,0.04520625,1.655995719,798.4635822,0.949066666,0.68388125,21.26495602,212.7137034,145.7087199,2.667736949,2422.2,1578.4,483.3,359.7,494.5,264.2,224.6,1
72.65393471,55,231.3401917,0.019958333,5.409573052,576.0436405,0.133481875,0.1681875,31.31131158,315.512251,171.5699724,1.612310485,3275.1,1747.4,1133.4,304.4,360.9,259.0,489.0,1
72.65393471,55,231.3401917,0.019841667,5.577785837,578.0227627,0.111880653,0.165604167,29.87772246,297.4339958,145.3521474,1.652095195,3079.9,1824.8,692.3,562.0,240.3,452.9,315.6,1
72.65393471,55,231.3401917,0.04101875,4.180702861,83.92399083,0.675123076,0.728927083,29.33324445,284.1506456,147.4512059,1.920335711,2721.9,1627.1,552.9,420.5,370.1,241.1,243.6,1
72.65393471,55,231.3401917,0.020810417,5.007448713,72.53792744,0.369142204,0.175979167,35.17723658,349.6084964,169.2832045,2.892279444,3449.0,2419.4,456.7,487.0,763.8,394.7,247.2,1
72.65393471,55,231.3401917,0.086958333,6.60182427,791.9016514,0.056224676,0.168304167,29.96991969,303.6682892,181.2248498,1.917287974,3349.6,1648.3,873.6,742.2,341.8,663.6,466.5,1
72.65393471,55,231.3401917,0.020520833,1.206501186,66.89091326,0.950700854,0.164370833,31.44816794,312.994799,162.066764,1.336246255,3080.0,1604.4,693.3,656.0,325.1,491.8,458.7,1
72.65393471,55,231.3401917,0.04086875,2.736142539,128.8909925,0.902713415,0.68209375,24.30183544,241.7864374,95.92858435,1.749411432,2507.2,1833.6,460.3,166.0,354.3,142.4,299.7,1
72.65393471,55,231.3401917,0.041147917,1.523340693,985.391447,0.957034407,0.6864875,26.720156,272.1334425,130.3292037,2.378528001,2807.4,1710.4,649.6,410.2,350.6,355.1,265.2,1
72.65393471,55,231.3401917,0.020827083,5.768547882,458.2024771,0.098564938,0.1638375,34.65635258,343.0036596,176.6088522,2.344970138,3343.3,2271.7,703.6,356.1,589.6,238.1,332.7,1
72.65393471,55,231.3401917,0.03931875,5.860676661,516.3674374,0.135931703,0.679964583,32.31199904,315.4059744,152.7665727,1.899891667,3025.0,1563.0,684.5,601.0,442.4,535.4,400.0,1
72.65393471,55,231.3401917,0.04198125,5.67354268,859.140342,0.157741374,0.70755,41.24456024,411.6424468,186.6724405,2.341707337,3938.2,1857.3,805.0,1094.5,612.0,973.1,379.9,1
72.65393471,55,231.3401917,0.020664583,3.574620271,71.84867389,0.572887481,0.161545833,27.91856495,276.7647798,141.6491048,0.863413899,2959.7,1671.9,746.4,374.1,474.5,310.4,259.8,1
72.65393471,55,231.3401917,0.019466667,4.969015104,304.0165888,0.17595171,0.163060417,29.19857525,287.1545209,130.0226338,2.051914618,2981.7,1953.5,584.7,336.8,614.3,259.9,295.5,1
72.65393471,55,231.3401917,0.020825,1.230447084,137.7965596,0.95002042,0.17020625,31.21052686,311.2283763,151.8562671,2.430342711,3054.8,1745.9,669.8,551.8,521.2,530.6,218.9,1
72.65393471,55,231.3401917,0.040689583,2.725462915,125.8734153,0.90029339,0.6880625,33.58909025,338.3484308,180.2968973,1.583568362,3163.8,1774.3,978.8,368.5,576.8,292.3,290.5,1
72.65393471,55,231.3401917,0.0371125,5.311595458,177.6421789,0.357057712,0.716389583,26.05365152,260.4900724,143.1093339,1.581830732,2701.2,1372.1,817.6,427.6,454.1,376.9,171.9,1
72.65393471,55,231.3401917,0.020014583,5.421412314,545.0227023,0.13316168,0.167922917,31.79268205,319.4617258,182.72417,1.066775924,3216.4,1796.4,624.1,609.7,303.5,516.4,427.5,1
72.65393471,55,231.3401917,0.0392125,2.127698713,450.0507465,0.948791387,0.680391667,25.41533005,263.220339,146.9639709,2.794947797,2762.8,1803.3,552.8,383.3,496.8,297.6,281.6,1
72.65393471,55,231.3401917,0.020541667,1.197620142,50.72550042,0.951113816,0.16141875,23.79758675,236.2614732,141.2247934,1.639923011,2619.0,1539.1,556.3,352.7,489.8,317.3,146.8,1
72.65393471,55,231.3401917,0.03938125,2.156897195,582.0127606,0.944569037,0.685179167,35.33305164,354.7222596,188.2807869,2.120521639,3370.8,1738.2,1037.7,488.7,423.5,422.7,386.6,1
72.65393471,55,231.3401917,0.042675,2.144581133,560.6213344,0.945099067,0.682804167,32.69848006,324.4387338,153.7026326,2.301958521,2998.6,1613.7,839.6,471.0,470.2,398.0,505.3,1
72.65393471,55,231.3401917,0.0209125,4.033499451,82.97969558,0.569776497,0.172064583,33.08597976,326.627999,164.2777268,2.756033975,3323.0,1844.0,857.7,605.9,444.5,420.2,263.8,1
72.65393471,55,231.3401917,0.044539583,2.337195623,202.8367306,0.903639746,0.694360417,31.9180658,316.2561197,159.8815752,1.923051113,2991.1,1587.8,886.1,478.7,357.5,418.6,247.2,1
72.65393471,55,231.3401917,0.04269375,6.029474318,645.8710717,0.122462239,0.67780625,30.34327205,301.0389276,162.6384024,1.730285103,2962.0,1378.7,845.3,672.0,321.6,353.3,398.4,1
72.65393471,55,231.3401917,0.020077083,5.630938079,371.1341806,0.114458783,0.167295833,29.56676049,297.4649839,149.4853536,2.086533824,3085.7,1589.1,797.0,395.2,351.8,362.9,373.6,1
72.65393471,55,231.3401917,0.020754167,4.894707353,59.1585342,0.386185464,0.16529375,33.48279121,346.573291,156.5843092,2.642040138,3276.0,1698.2,833.7,713.5,387.0,551.4,166.8,1
72.65393471,55,231.3401917,0.03784375,6.318219635,642.8109445,0.067911247,0.164210417,26.95807313,266.0005141,120.7985603,1.914913734,2388.2,1492.9,484.1,288.3,467.1,275.3,263.6,1
72.65393471,55,231.3401917,0.020870833,5.848088506,687.5676084,0.094977351,0.167395833,27.05234792,268.4403527,143.9349887,1.522565459,2712.4,1775.9,371.6,425.9,310.8,343.6,243.7,1
72.65393471,55,231.3401917,0.03244375,6.379610357,609.0376439,0.066200498,0.166033333,21.62328731,215.9172581,100.4509105,1.229621096,1849.4,1242.5,347.0,215.0,330.2,146.3,163.5,1
72.65393471,55,231.3401917,0.02061875,4.988319274,135.6540284,0.296823213,0.170835417,31.01350979,312.1140922,167.023324,1.389351308,3625.3,1946.3,896.3,776.5,271.9,728.4,252.0,1
72.65393471,55,231.3401917,0.02095,4.951143355,62.00662636,0.375488194,0.169560417,32.39180501,325.2358041,172.8560607,2.432195749,3074.8,1908.0,761.2,366.7,452.6,270.8,242.1,1
72.65393471,55,231.3401917,0.040747917,6.076623117,66.2954754,0.293506658,0.689754167,24.01909414,246.6114203,112.8133507,1.839687762,2384.5,1575.8,463.8,333.3,369.0,229.2,164.5,1
72.65393471,55,231.3401917,0.039325,2.132957497,560.4546205,0.948098631,0.685591667,27.3259853,261.1278926,136.96935,13.44101337,2792.4,1892.4,624.9,253.0,505.5,240.8,275.8,1
72.65393471,55,231.3401917,0.042420833,2.261598437,809.6895663,0.922339275,0.680883333,28.38652155,271.9305662,131.9884564,1.642016388,2820.3,1280.7,951.2,345.2,283.6,162.3,347.1,1
72.65393471,55,231.3401917,0.04086875,2.223629339,186.251937,0.906879782,0.6985375,22.33286217,220.8492308,158.5232884,2.04252293,2630.8,1557.0,685.4,357.2,362.5,278.1,358.9,1
72.65393471,55,231.3401917,0.019889583,0.906385423,336.7157173,0.973782985,0.166022917,21.43865622,219.8730632,111.8107067,1.880272453,2187.8,1473.6,386.5,312.3,408.9,302.6,176.1,1
72.65393471,55,231.3401917,0.040702083,2.738652629,117.3517494,0.902122765,0.677420833,28.35422514,275.7140113,129.6902492,1.863433928,2764.0,1434.5,1021.0,200.9,378.9,162.9,373.4,1
72.65393471,55,231.3401917,0.016814583,1.366150394,18.19211426,0.938656164,0.157147917,36.18578809,346.8197192,174.7892355,2.674661964,3323.0,1810.5,924.3,538.1,603.3,427.5,271.4,1
72.65393471,55,231.3401917,0.03811875,3.122654323,83.68391993,0.869178464,0.693070833,24.29945956,245.8504927,134.3713578,2.769008141,2533.6,1424.1,550.7,490.0,215.9,379.3,291.8,1
72.65393471,55,231.3401917,0.01993125,5.042228871,619.8821059,0.160877661,0.16796875,20.21701279,203.3884141,107.2927298,1.194989164,2183.4,1108.0,525.1,536.8,310.4,424.6,133.6,1
72.65393471,55,231.3401917,0.039452083,5.77305659,602.3322519,0.151118968,0.68104375,24.35448591,238.0938171,135.1960671,2.163796366,2535.8,1689.3,476.2,352.2,489.9,191.3,287.6,1
72.65393471,55,231.3401917,0.0207625,3.964891437,60.40949541,0.5817802,0.166391667,22.81780424,223.2503444,96.68208039,1.611568951,2098.7,1436.2,328.8,246.8,323.7,241.7,257.3,1
72.65393471,55,231.3401917,0.06603125,6.349487814,613.2628315,0.065597095,0.16274375,23.03150222,225.4663036,106.9408173,1.875874443,2237.4,1312.5,555.0,355.0,437.0,181.4,299.3,1
72.65393471,55,231.3401917,0.040902083,2.737884049,140.8443349,0.902808027,0.686164583,31.56847959,316.2374725,143.0378335,2.154639193,3262.8,2191.5,341.5,687.2,775.1,403.2,137.5,1
72.65393471,55,231.3401917,0.042414583,5.904867753,603.6132152,0.093244453,0.164460417,32.18053487,318.6737723,142.5304892,1.893640042,3115.4,1933.9,769.2,348.1,426.4,314.8,294.7,1
72.65393471,55,231.3401917,0.044314583,2.780747193,154.1891493,0.89990549,0.689354167,30.1631551,304.1018706,167.9213081,2.11522994,2996.9,1764.3,751.5,424.1,541.6,298.0,318.5,1
72.65393471,55,231.3401917,0.0408125,2.697867149,85.59373436,0.906110834,0.672183333,29.48828998,280.6097665,154.1692863,2.336485103,2755.1,1988.8,459.9,296.9,440.2,281.1,128.7,1
72.65393471,55,231.3401917,0.044010417,2.773762286,208.7170621,0.900302342,0.694847917,27.05989381,266.3146788,142.9778865,2.1472884,2846.4,1561.2,935.4,348.9,337.8,348.9,618.6,1
72.65393471,55,231.3401917,0.041125,3.159783376,105.8856818,0.869821295,0.693204167,26.34167571,257.7864873,151.6143145,1.676581848,2699.7,1358.0,708.1,542.2,325.3,257.4,437.5,1
72.65393471,55,231.3401917,0.113825,7.049656082,1049.888057,0.056063466,0.69264375,26.84778369,267.1961335,136.5592551,13.18896422,2763.2,1244.2,594.7,812.2,250.1,422.8,321.2,1
72.65393471,55,231.3401917,0.098964583,6.56408693,1053.006779,0.085510652,0.704833333,27.8819701,276.1294622,151.610897,1.280147352,3080.9,1515.4,582.0,878.7,334.4,705.3,267.6,1
72.65393471,55,231.3401917,0.044535417,2.804445328,157.3335926,0.895929798,0.691360417,26.79424055,271.9316244,131.5751065,1.573039851,2620.2,1525.6,605.5,478.4,420.0,366.7,169.0,1
72.65393471,55,231.3401917,0.020735417,3.302679968,123.434093,0.630119471,0.17124375,24.08111054,231.5144216,116.545784,2.981034181,2355.9,1406.1,432.5,465.0,371.9,296.3,310.4,1
72.65393471,55,231.3401917,0.037197917,5.33186294,161.3734821,0.350489595,0.723260417,24.61122691,246.3397265,120.8530368,1.603998213,2460.1,1392.2,394.2,583.2,280.7,505.1,223.9,1
72.65393471,55,231.3401917,0.03775625,2.615768536,112.3813178,0.874236348,0.69860625,29.07782573,293.5699394,159.1689811,1.403310594,2954.7,1700.4,877.5,376.8,507.5,305.3,293.5,1
72.65393471,55,231.3401917,0.019414583,5.17378718,376.8760279,0.15459086,0.16446875,21.21625852,221.4458223,121.7363565,2.159963931,2404.7,1314.9,525.2,534.0,546.5,321.4,374.7,1
72.65393471,55,231.3401917,0.0469125,6.696365694,878.4011947,0.075212625,0.6793375,26.63870935,263.9782637,144.5248176,1.94481762,2748.0,1793.1,518.9,429.6,486.4,370.0,209.4,1
72.65393471,55,231.3401917,0.038589583,6.042866247,122.2624374,0.236461392,0.680704167,33.06257097,332.2480027,179.0538053,1.902203382,3374.8,1783.1,636.8,877.3,332.0,545.5,243.7,1
72.65393471,55,231.3401917,0.103658333,6.476157895,901.808015,0.063172816,0.170272917,23.78144546,228.7951407,130.811858,2.704522983,2538.6,1627.1,386.9,493.7,344.7,313.1,272.8,1
72.65393471,55,231.3401917,0.0373125,5.895611966,50.28093411,0.31324961,0.67761875,31.24842858,300.5245047,148.1522867,2.274563338,3157.1,1797.8,917.3,332.2,263.3,319.0,402.4,1
72.65393471,55,231.3401917,0.03765,5.945807767,73.3474437,0.316881597,0.689166667,39.08810171,395.104889,177.8713411,1.735003534,3828.0,2165.0,601.6,710.7,757.1,326.5,212.3,1
72.65393471,55,231.3401917,0.020841667,1.205361645,68.59323186,0.951222425,0.1628375,38.7483718,387.4559166,176.3678063,1.787762041,3497.6,2014.0,697.5,620.5,868.9,533.9,209.7,1
72.65393471,55,231.3401917,0.041325,4.755961764,93.94842577,0.57266973,0.69910625,37.92715563,385.1641197,186.177437,1.748706743,3757.8,2152.1,902.4,598.6,473.6,509.3,455.8,1
72.65393471,55,231.3401917,0.037829167,2.166532559,205.193774,0.910138012,0.697,26.73910078,260.5239934,131.9939143,2.437369811,2622.4,1618.7,704.2,249.1,412.9,238.0,402.6,1
72.65393471,55,231.3401917,0.04081875,2.742155953,119.9088553,0.901923254,0.698391667,28.89710817,291.5705924,145.0694596,1.845926185,2904.6,1678.6,618.4,473.2,523.3,331.9,252.1,1
72.65393471,55,231.3401917,0.037729167,2.995164681,58.17446205,0.88106476,0.685158333,0.0,0.0,0.0,1.103423249,0.0,0.0,0.0,811.8,333.9,424.6,0.0,1
72.65393471,55,231.3401917,0.019720833,0.890386272,563.2492702,0.974719118,0.16679375,0.0,0.0,0.0,15.43004855,0.0,2772.8,262.8,0.0,411.5,107.9,199.3,1
72.65393471,55,231.3401917,0.06866875,6.3973046,1073.87151,0.09602401,0.7039625,54.98346042,551.2175117,254.4155373,1.231486999,5486.3,4121.3,146.7,1196.9,515.8,861.1,125.2,1
72.65393471,55,231.3401917,0.041983333,5.87413301,184.8091597,0.259304362,0.695689583,51.86548422,518.6976227,238.0187683,3.092115301,4693.9,2888.0,997.6,706.0,628.7,420.6,948.3,1
72.65393471,55,231.3401917,0.020870833,1.207888892,78.09777731,0.951055874,0.16355625,40.68227807,398.9683734,201.5707745,1.517166043,4106.7,2649.2,103.3,1143.9,376.7,173.6,103.3,1
72.65393471,55,231.3401917,0.037839583,2.567144245,83.84544621,0.877121397,0.7292875,57.51709468,581.9488115,287.7306787,1.919067617,5691.4,4155.5,266.4,1136.3,603.4,598.0,246.3,1
72.65393471,55,231.3401917,0.0354625,5.926835287,63.06761885,0.234890938,0.668933333,41.80257646,414.9714764,215.1988302,2.129101367,4187.2,2723.9,532.8,820.4,207.6,350.5,483.5,1
72.65393471,55,231.3401917,0.02094375,1.222713242,129.5250792,0.95032265,0.168758333,32.73764392,329.8988555,188.216047,1.85567092,3507.5,2555.7,61.3,720.3,617.3,445.4,50.1,1
72.65393471,55,231.3401917,0.02066875,1.426489651,41.11507089,0.933230587,0.1596875,46.79064563,460.0912848,207.4527418,1.854984799,4450.5,3232.3,335.2,752.2,410.8,515.7,303.3,1
72.65393471,55,231.3401917,0.020841667,1.456815256,66.31768974,0.93139189,0.164833333,45.90186607,453.1213623,216.422821,2.210913643,4439.8,3129.3,162.4,953.5,1222.0,587.2,153.2,1
72.65393471,55,231.3401917,0.037247917,5.535298178,120.4947248,0.334043408,0.6961375,36.79806389,375.1560759,180.3676126,2.763107979,3521.6,2386.4,379.4,676.9,286.9,248.1,311.5,1
72.65393471,55,231.3401917,0.067272917,6.333188855,995.9250626,0.101520107,0.70954375,50.71322509,505.3957395,270.364636,2.383754541,5253.2,3805.3,555.0,636.1,1108.9,164.0,537.2,1
72.65393471,55,231.3401917,0.040916667,2.215603445,205.9604483,0.907668657,0.698008333,55.53258862,562.5922636,285.5694955,2.739256939,5272.7,3849.2,661.4,673.5,706.1,431.9,633.5,1
72.65393471,55,231.3401917,0.039047917,2.239035797,395.0390742,0.924225492,0.678827083,40.39829787,403.5918254,225.5670397,1.476690446,4320.2,2521.8,362.0,1232.4,384.3,615.8,188.0,1
72.65393471,55,231.3401917,0.047189583,6.699529031,588.120098,0.074086094,0.674214583,44.51471419,435.937653,216.137114,2.158681317,4334.1,2789.5,479.1,916.8,637.0,148.9,361.1,1
72.65393471,55,231.3401917,0.042091667,2.283004625,210.0185926,0.904715669,0.69535,53.10191125,535.4794505,234.7006425,2.077623026,4872.1,3367.7,241.3,1012.0,480.7,277.7,157.4,1
72.65393471,55,231.3401917,0.16388125,7.021566726,1135.256849,0.062399126,0.681645833,46.52792735,462.3298119,236.9021015,2.175545646,4850.9,3177.1,443.5,1049.8,682.9,661.6,152.2,1
72.65393471,55,231.3401917,0.0460375,2.131644705,968.2143432,0.946890104,0.68233125,36.60040454,369.4974895,182.7379718,2.688115985,3773.3,2586.5,266.6,804.8,376.1,435.3,217.9,1
72.65393471,55,231.3401917,0.150166667,7.063328844,873.7173499,0.054970089,0.67329375,45.95630273,459.6890816,235.3373363,1.889605425,4575.7,2984.0,240.6,1177.9,382.6,454.5,141.6,1
72.65393471,55,231.3401917,0.041125,2.674595446,203.5869725,0.903547256,0.694172917,40.73004869,399.5848958,211.2549745,1.797248317,4173.7,3237.5,93.6,680.9,631.6,299.9,21.8,1
72.65393471,55,231.3401917,0.0199,0.910690954,342.5927523,0.973724726,0.167227083,44.78767314,448.6982052,226.2085043,2.266990399,4788.9,3218.6,467.0,822.2,584.3,295.7,216.5,1
72.65393471,55,231.3401917,0.039297917,2.741600411,181.6561343,0.899091805,0.691845833,33.88812595,349.8623752,164.3959853,1.110898636,3375.1,2224.6,273.8,751.2,339.7,399.0,239.8,1
72.65393471,55,231.3401917,0.040910417,5.371159131,112.4818641,0.387461624,0.677516667,59.16539257,594.118858,315.2254755,1.881573975,6129.0,4534.5,285.8,1042.3,877.3,306.5,220.6,1
72.65393471,55,231.3401917,0.01963125,0.904666446,278.6501543,0.973906129,0.163479167,39.93418486,399.0542598,198.4516235,1.932901155,3898.7,2757.6,171.4,815.5,476.4,314.6,157.6,1
72.65393471,55,231.3401917,0.037879167,2.594288462,105.1925021,0.878228562,0.695275,39.15415153,396.9182323,210.6514462,1.539820692,4099.3,2710.7,211.3,996.2,791.4,480.5,154.6,1
72.65393471,55,231.3401917,0.03728125,4.745012084,37.19282944,0.593333004,0.673827083,45.30186881,454.0720304,214.8392171,2.528529506,4220.2,2870.3,155.2,1055.7,687.0,652.4,89.7,1
72.65393471,55,231.3401917,0.039152083,2.116466597,461.5680442,0.949127125,0.680527083,36.71549342,368.2026053,207.6743073,1.468879841,3828.2,2436.6,41.9,1169.1,357.6,618.9,8.7,1
72.65393471,55,231.3401917,0.0377375,2.588659502,92.77972894,0.875902723,0.723545833,42.62287697,420.7706438,218.6954306,1.932063476,4326.7,2629.2,221.3,1265.4,727.7,656.6,155.4,1
